file,org,doc_type,effective_date,applies_to,banned_uses,permitted_uses,phi_rule,disclosure_rule,assessment_rule,secure_tools_named,enforcement,aamc_alignment
raw/health-systems/uw-medicine--comp308-use-of-ai.md,UW Medicine,formal policy,version 2026-08-25 (COMP.308),faculty;staff;learners (students and trainees),public chatbot use involving UW Medicine Data;use of unapproved tools with institutional data,"public chatbot (ChatGPT, Gemini, Claude) to synthesize publicly available papers for personal review;content generation without UW Medicine Data;web-based Microsoft CoPilot for schedules/agendas;previously approved tools within acceptable-use scope",UW is a hybrid covered entity under HIPAA; UW Medicine Affiliated Covered Entity designated for healthcare components (policy framework),(not captured in extract),"learner use of AI for class assignments, projects, quizzes, presentations requires authorization by program, supervisor, or instructor per Student Conduct Code","ChatGPT;Gemini;Claude (public, no UW Medicine Data);Microsoft CoPilot; UW Medicine approved tools",UW Medicine Information Security Program reviews AI use via IT Project/IRB intake; HIPAA compliance framework,no
raw/health-systems/vumc--clinical-research-ai-advances.md,Vanderbilt University Medical Center,guidance,2024-01-05,clinicians;researchers,public ChatGPT disabled on VUMC networks;VUMC policies forbid sharing VUMC data with third parties incl. public GenAI providers,DAX Copilot pilot for clinical notes; aiChat for research,aiChat is HIPAA certified and its use is covered under VUMC's Business Associates Agreement with Microsoft.,,,DAX Copilot (Nuance/Microsoft);aiChat (GPT-4),,no
raw/health-systems/vumc--dbmi-generative-ai-tools.md,VUMC Department of Biomedical Informatics,guidance,,clinicians;researchers,,"private, institutionally-managed instances of ChatGPT-class tools under Microsoft agreements; existing compliance and health information policies continue to apply",,,,private ChatGPT instances;GPT-4,,no
raw/health-systems/vumc--statement-on-generative-ai.md,Vanderbilt University Medical Center,formal policy,2023-06-27,VUMC personnel,personnel no longer able to access or use publicly accessible generative AI tools from VUMC networks;sharing VUMC data with third-party GenAI providers forbidden by policy,"private, institutionally managed GPT-4 instances with Microsoft under legal/business agreements",,,,GPT-4 private instances;ChatGPT;Google Bard (blocked),,no
raw/us-med-schools/atsu--libguides-guidelines-on-ai.md,A.T. Still University (LibGuide),guidance,,students;faculty,,,Avoid utilizing generative AI applications with any form of protected health information or other legally protected data.,,,,,no
raw/us-med-schools/atsu-its--navigating-ai-at-atsu.md,A.T. Still University Information Technology,guidance,,students;faculty;staff,Information shared with generative AI tools using default settings is not private and could expose proprietary or sensitive information to unauthorized parties.,Connect with ITS when selecting AI tools: tools procured for the institution have appropriate privacy and security protections and vendors are vetted as to their responsible use of AI.,,,,ChatGPT;Google Gemini (named as examples);Anthology CRM (enterprise AI features),"Students must follow the AI policies established by their academic program, course, and instructor; adhere to existing policies and guidelines covering ethical and professional expectations.",no
raw/us-med-schools/atsu-kcom--policies-page.md,A.T. Still University Kirksville College of Osteopathic Medicine,guidance,,students,,,,,,,,no
raw/us-med-schools/cincinnati--ai-at-uc-guidelines.md,University of Cincinnati,guidance,,students;faculty;staff,Use of Generative Artificial Intelligence Technologies Prohibited in NIH Peer Review Process.,Sign into UC-licensed tools with UC credentials for privacy-protected access to approved AI tools; responsible use should align with the UC Student Code of Conduct.,Neither controlled nor restricted data are approved for use in AI tools. UC student directory data is not approved for use in AI tools.,,,,"The responsible use of technology, including AI technology, should align with the UC Student Code of Conduct.",no
raw/us-med-schools/cincinnati--ai-at-uc-policies.md,University of Cincinnati,guidance,,students;employees,AI may not be used in a manner that creates a conflict of interest;AI may not be used to engage in any form of harassment.,Acceptable Use of Information Technology Policy is applicable to the use of AI; Information Security Reviews identify and document risk for systems including AI.,,,,,"The Student Code of Conduct is applicable to the use of AI; employees may receive disciplinary action, up to and including termination, for conduct and/or rules violations.",no
raw/us-med-schools/cincinnati--ai-at-uc-students.md,University of Cincinnati,guidance,,students,,UC provides AI tools and services for students; students should consult their syllabus for course-specific guidelines on the use of AI.,,,,Copilot Chat,,no
raw/us-med-schools/cwru-som--curriculum-policies-and-procedures.md,Case Western Reserve University School of Medicine,guidance,,students,,,,,,,,no
raw/us-med-schools/drexel--it-genai-guidance.md,Drexel University Information Technology,guidance,,students;faculty;staff,Any university sensitive data must not be shared with any of the consumer versions of these GenAI services that have not been reviewed and approved for use.,"Usage of approved services is governed by agreements that protect intellectual property, maintain privacy, and comply with legal obligations to safeguard personal data.","It's possible prompts and attached files may be processed in other countries, where compliance with U.S. law covering regulated data (e.g., academic records covered by FERPA or health records covered by HIPAA) may not be enforced.",,,,Drexel employees should contact Information Security for a risk assessment review before using a different service or building GenAI-based services such as chatbots.,no
raw/us-med-schools/duquesne--ai-at-duquesne.md,Duquesne University (Provost's Office / AI Committee),guidance,,faculty;students,"Restricted Data may not be used in conjunction with any generative AI tool that the University has not licensed and/or contracted for use;Given the sensitivity and confidentiality of student assessment, faculty are not permitted to use AI programs in student assessment that have not been approved for use by the University;Unprotected third-party AI software is prohibited from being used to read, respond or track emails on a Duquesne email account;Default syllabus statement: Using generative artificial intelligence tools in classwork is prohibited and will be treated as a violation of academic integrity.",Faculty may use Duquesne-approved AI programs such as Microsoft Copilot to assist in email correspondence; faculty strongly recommended to develop an AI course policy stipulating acceptable uses.,"Faculty are responsible for ensuring their use of AI does not violate existing disclosure laws and policies for confidential information, including the Health Insurance Portability and Accountability Act (HIPAA), Family Educational Rights and Privacy Act (FERPA), Duquesne University's TAPs and CTS's Data Governance Service Requirements.","If faculty intend to use AI to assist in developing course material, assignments, or email correspondence, they should disclose this to students in their AI syllabus statement; if AI is used to support student assessment in any capacity, faculty are strongly recommended to disclose its use to students verbally and in the syllabus.","AI tools should not be used as the only means of assessing students; if AI is used in student assessment, faculty remain fully responsible for holistically evaluating student performance; consult department chair before using AI to assist in student assessment.","Microsoft Copilot (Duquesne-approved, login with MultiPass credentials); CTS AI Guide approved-tools list",Using generative AI tools in classwork without permission will be treated as a violation of academic integrity.,no
raw/us-med-schools/hofstra--ai-at-hofstra-overview.md,Hofstra University,guidance,,students;faculty;staff,,"Hofstra ChatGPT Edu available to all students, faculty, administrators (first institution on Long Island to launch campus-wide); pilot program began 2024 academic year; all outputs should be reviewed by the user before use or distribution.",,"In general, you should disclose when you have used ChatGPT Edu.",,Hofstra ChatGPT Edu (OpenAI does not use data entered to train its models);GPT-5 Pro;Deep Research;Image Generation (faculty/stath advanced features),"Use of Hofstra ChatGPT Edu is subject to all applicable University policies, including the Computer Networks Acceptable Use Guidelines and the Confidentiality Agreement and Security Policy; follow Hofstra's Honor Code; University reserves the right to review account content to maintain system security or investigate suspected policy violations.",no
